row_id,site,building,area_type,area_id,area_number,area_name,floor,floor_description,task_id,task_seq,task_name,shift,frequency_raw,freq_count,freq_period,text_truncated
R01703,"Delta LGA - LaGuardia, NY",Concourse D,Religious Reflection,D-104,CCD Interfaith Chapel,,2,Concourse,T0051,6,Collect trash and debris,Swing,3X Daily,3,Daily,FALSE
R01704,"Delta LGA - LaGuardia, NY",Concourse D,Religious Reflection,D-104,CCD Interfaith Chapel,,2,Concourse,T0052,7,Dust surfaces from high to low,Day,1X Daily,1,Daily,FALSE
R01705,"Delta LGA - LaGuardia, NY",Concourse D,Religious Reflection,D-104,CCD Interfaith Chapel,,2,Concourse,T0053,8,Dust surfaces from high to low,Graveyard,1X Daily,1,Daily,FALSE
R01706,"Delta LGA - LaGuardia, NY",Concourse D,Religious Reflection,D-104,CCD Interfaith Chapel,,2,Concourse,T0054,9,Dust surfaces from high to low,Swing,1X Daily,1,Daily,FALSE
R01707,"Delta LGA - LaGuardia, NY",Concourse D,Religious Reflection,D-104,CCD Interfaith Chapel,,2,Concourse,T0055,10,"Keep all mirrors, glass partitions, doors, and shelves free of streaks, smudges, spots, and dust",Day,1X Daily,1,Daily,FALSE
R01708,"Delta LGA - LaGuardia, NY",Concourse D,Religious Reflection,D-104,CCD Interfaith Chapel,,2,Concourse,T0056,11,"Keep all mirrors, glass partitions, doors, and shelves free of streaks, smudges, spots, and dust",Graveyard,1X Daily,1,Daily,FALSE
R01709,"Delta LGA - LaGuardia, NY",Concourse D,Religious Reflection,D-104,CCD Interfaith Chapel,,2,Concourse,T0057,12,"Keep all mirrors, glass partitions, doors, and shelves free of streaks, smudges, spots, and dust",Swing,1X Daily,1,Daily,FALSE
R01710,"Delta LGA - LaGuardia, NY",Concourse D,Religious Reflection,D-104,CCD Interfaith Chapel,,2,Concourse,T0058,13,"Regularly disinfect all surfaces exposed to regular human contact (e.g., Doorknobs, push plates, handles)",Day,3X Daily,3,Daily,FALSE
R01711,"Delta LGA - LaGuardia, NY",Concourse D,Religious Reflection,D-104,CCD Interfaith Chapel,,2,Concourse,T0059,14,"Regularly disinfect all surfaces exposed to regular human contact (e.g., Doorknobs, push plates, handles)",Graveyard,3X Daily,3,Daily,FALSE
R01712,"Delta LGA - LaGuardia, NY",Concourse D,Religious Reflection,D-104,CCD Interfaith Chapel,,2,Concourse,T0060,15,"Regularly disinfect all surfaces exposed to regular human contact (e.g., Doorknobs, push plates, handles)",Swing,3X Daily,3,Daily,FALSE
R01713,"Delta LGA - LaGuardia, NY",Concourse D,Restrooms,D-105,D1-132,Women's (Temp. Closed),1,Below Wing,T0061,1,"Clean restroom floors, walls, and surfaces",Day,8X Daily,8,Daily,FALSE
R01714,"Delta LGA - LaGuardia, NY",Concourse D,Restrooms,D-105,D1-132,Women's (Temp. Closed),1,Below Wing,T0062,2,"Clean restroom floors, walls, and surfaces",Graveyard,8X Daily,8,Daily,FALSE
R01715,"Delta LGA - LaGuardia, NY",Concourse D,Restrooms,D-105,D1-132,Women's (Temp. Closed),1,Below Wing,T0063,3,"Clean restroom floors, walls, and surfaces",Swing,8X Daily,8,Daily,FALSE
R01716,"Delta LGA - LaGuardia, NY",Concourse D,Restrooms,D-105,D1-132,Women's (Temp. Closed),1,Below Wing,T0064,4,"Clean toilet bowls, urinals, and sinks",Day,8X Daily,8,Daily,FALSE
R01717,"Delta LGA - LaGuardia, NY",Concourse D,Restrooms,D-105,D1-132,Women's (Temp. Closed),1,Below Wing,T0065,5,"Clean toilet bowls, urinals, and sinks",Graveyard,8X Daily,8,Daily,FALSE
R01718,"Delta LGA - LaGuardia, NY",Concourse D,Restrooms,D-105,D1-132,Women's (Temp. Closed),1,Below Wing,T0066,6,"Clean toilet bowls, urinals, and sinks",Swing,8X Daily,8,Daily,FALSE
R01719,"Delta LGA - LaGuardia, NY",Concourse D,Restrooms,D-105,D1-132,Women's (Temp. Closed),1,Below Wing,T0067,7,Collect trash and debris,Day,4X Daily,4,Daily,FALSE
R01720,"Delta LGA - LaGuardia, NY",Concourse D,Restrooms,D-105,D1-132,Women's (Temp. Closed),1,Below Wing,T0068,8,Collect trash and debris,Graveyard,4X Daily,4,Daily,FALSE
R01721,"Delta LGA - LaGuardia, NY",Concourse D,Restrooms,D-105,D1-132,Women's (Temp. Closed),1,Below Wing,T0069,9,Collect trash and debris,Swing,4X Daily,4,Daily,FALSE
R01722,"Delta LGA - LaGuardia, NY",Concourse D,Restrooms,D-105,D1-132,Women's (Temp. Closed),1,Below Wing,T0070,10,Keep air hand dryers and paper towel dispensers and surrounding surfaces clean and sanitized as well as free o,Day,4X Daily,4,Daily,TRUE
R01723,"Delta LGA - LaGuardia, NY",Concourse D,Restrooms,D-105,D1-132,Women's (Temp. Closed),1,Below Wing,T0071,11,Keep air hand dryers and paper towel dispensers and surrounding surfaces clean and sanitized as well as free o,Graveyard,4X Daily,4,Daily,TRUE
R01724,"Delta LGA - LaGuardia, NY",Concourse D,Restrooms,D-105,D1-132,Women's (Temp. Closed),1,Below Wing,T0072,12,Keep air hand dryers and paper towel dispensers and surrounding surfaces clean and sanitized as well as free o,Swing,4X Daily,4,Daily,TRUE
R01725,"Delta LGA - LaGuardia, NY",Concourse D,Restrooms,D-105,D1-132,Women's (Temp. Closed),1,Below Wing,T0073,13,Keep mirrors clean and sanitary,Day,8X Daily,8,Daily,FALSE
R01726,"Delta LGA - LaGuardia, NY",Concourse D,Restrooms,D-105,D1-132,Women's (Temp. Closed),1,Below Wing,T0074,14,Keep mirrors clean and sanitary,Graveyard,8X Daily,8,Daily,FALSE
R01727,"Delta LGA - LaGuardia, NY",Concourse D,Restrooms,D-105,D1-132,Women's (Temp. Closed),1,Below Wing,T0075,15,Keep mirrors clean and sanitary,Swing,8X Daily,8,Daily,FALSE
R01728,"Delta LGA - LaGuardia, NY",Concourse D,Restrooms,D-105,D1-132,Women's (Temp. Closed),1,Below Wing,T0076,16,"Keep tile, including grout lines, and concrete/terrazzo floors clean with minor controllable spots, stains, dirt, scuff mar",Day,6X Daily,6,Daily,TRUE
R01729,"Delta LGA - LaGuardia, NY",Concourse D,Restrooms,D-105,D1-132,Women's (Temp. Closed),1,Below Wing,T0077,17,"Keep tile, including grout lines, and concrete/terrazzo floors clean with minor controllable spots, stains, dirt, scuff mar",Graveyard,6X Daily,6,Daily,TRUE
R01730,"Delta LGA - LaGuardia, NY",Concourse D,Restrooms,D-105,D1-132,Women's (Temp. Closed),1,Below Wing,T0078,18,"Keep tile, including grout lines, and concrete/terrazzo floors clean with minor controllable spots, stains, dirt, scuff mar",Swing,6X Daily,6,Daily,TRUE
R01731,"Delta LGA - LaGuardia, NY",Concourse D,Restrooms,D-105,D1-132,Women's (Temp. Closed),1,Below Wing,T0079,19,Maintain and replenish restroom supplies,Day,8X Daily,8,Daily,FALSE
R01732,"Delta LGA - LaGuardia, NY",Concourse D,Restrooms,D-105,D1-132,Women's (Temp. Closed),1,Below Wing,T0080,20,Maintain and replenish restroom supplies,Graveyard,8X Daily,8,Daily,FALSE
R01733,"Delta LGA - LaGuardia, NY",Concourse D,Restrooms,D-105,D1-132,Women's (Temp. Closed),1,Below Wing,T0081,21,Maintain and replenish restroom supplies,Swing,8X Daily,8,Daily,FALSE
R01734,"Delta LGA - LaGuardia, NY",Concourse D,Restrooms,D-105,D1-132,Women's (Temp. Closed),1,Below Wing,T0082,22,Regularly sanitize installations and surfaces to maintain a high level of cleanliness,Day,8X Daily,8,Daily,FALSE
R01735,"Delta LGA - LaGuardia, NY",Concourse D,Restrooms,D-105,D1-132,Women's (Temp. Closed),1,Below Wing,T0083,23,Regularly sanitize installations and surfaces to maintain a high level of cleanliness,Graveyard,8X Daily,8,Daily,FALSE
R01736,"Delta LGA - LaGuardia, NY",Concourse D,Restrooms,D-105,D1-132,Women's (Temp. Closed),1,Below Wing,T0084,24,Regularly sanitize installations and surfaces to maintain a high level of cleanliness,Swing,8X Daily,8,Daily,FALSE
R01737,"Delta LGA - LaGuardia, NY",Concourse D,Restrooms,D-106,D1-174,Men's (Temp. Closed),1,Below Wing,T0061,1,"Clean restroom floors, walls, and surfaces",Day,8X Daily,8,Daily,FALSE
R01738,"Delta LGA - LaGuardia, NY",Concourse D,Restrooms,D-106,D1-174,Men's (Temp. Closed),1,Below Wing,T0062,2,"Clean restroom floors, walls, and surfaces",Graveyard,8X Daily,8,Daily,FALSE
R01739,"Delta LGA - LaGuardia, NY",Concourse D,Restrooms,D-106,D1-174,Men's (Temp. Closed),1,Below Wing,T0063,3,"Clean restroom floors, walls, and surfaces",Swing,8X Daily,8,Daily,FALSE
R01740,"Delta LGA - LaGuardia, NY",Concourse D,Restrooms,D-106,D1-174,Men's (Temp. Closed),1,Below Wing,T0064,4,"Clean toilet bowls, urinals, and sinks",Day,8X Daily,8,Daily,FALSE
R01741,"Delta LGA - LaGuardia, NY",Concourse D,Restrooms,D-106,D1-174,Men's (Temp. Closed),1,Below Wing,T0065,5,"Clean toilet bowls, urinals, and sinks",Graveyard,8X Daily,8,Daily,FALSE
R01742,"Delta LGA - LaGuardia, NY",Concourse D,Restrooms,D-106,D1-174,Men's (Temp. Closed),1,Below Wing,T0066,6,"Clean toilet bowls, urinals, and sinks",Swing,8X Daily,8,Daily,FALSE
R01743,"Delta LGA - LaGuardia, NY",Concourse D,Restrooms,D-106,D1-174,Men's (Temp. Closed),1,Below Wing,T0067,7,Collect trash and debris,Day,4X Daily,4,Daily,FALSE
R01744,"Delta LGA - LaGuardia, NY",Concourse D,Restrooms,D-106,D1-174,Men's (Temp. Closed),1,Below Wing,T0068,8,Collect trash and debris,Graveyard,4X Daily,4,Daily,FALSE
R01745,"Delta LGA - LaGuardia, NY",Concourse D,Restrooms,D-106,D1-174,Men's (Temp. Closed),1,Below Wing,T0069,9,Collect trash and debris,Swing,4X Daily,4,Daily,FALSE
R01746,"Delta LGA - LaGuardia, NY",Concourse D,Restrooms,D-106,D1-174,Men's (Temp. Closed),1,Below Wing,T0070,10,Keep air hand dryers and paper towel dispensers and surrounding surfaces clean and sanitized as well as free o,Day,4X Daily,4,Daily,TRUE
R01747,"Delta LGA - LaGuardia, NY",Concourse D,Restrooms,D-106,D1-174,Men's (Temp. Closed),1,Below Wing,T0071,11,Keep air hand dryers and paper towel dispensers and surrounding surfaces clean and sanitized as well as free o,Graveyard,4X Daily,4,Daily,TRUE
R01748,"Delta LGA - LaGuardia, NY",Concourse D,Restrooms,D-106,D1-174,Men's (Temp. Closed),1,Below Wing,T0072,12,Keep air hand dryers and paper towel dispensers and surrounding surfaces clean and sanitized as well as free o,Swing,4X Daily,4,Daily,TRUE
R01749,"Delta LGA - LaGuardia, NY",Concourse D,Restrooms,D-106,D1-174,Men's (Temp. Closed),1,Below Wing,T0073,13,Keep mirrors clean and sanitary,Day,8X Daily,8,Daily,FALSE
R01750,"Delta LGA - LaGuardia, NY",Concourse D,Restrooms,D-106,D1-174,Men's (Temp. Closed),1,Below Wing,T0074,14,Keep mirrors clean and sanitary,Graveyard,8X Daily,8,Daily,FALSE
R01751,"Delta LGA - LaGuardia, NY",Concourse D,Restrooms,D-106,D1-174,Men's (Temp. Closed),1,Below Wing,T0075,15,Keep mirrors clean and sanitary,Swing,8X Daily,8,Daily,FALSE
R01752,"Delta LGA - LaGuardia, NY",Concourse D,Restrooms,D-106,D1-174,Men's (Temp. Closed),1,Below Wing,T0076,16,"Keep tile, including grout lines, and concrete/terrazzo floors clean with minor controllable spots, stains, dirt, scuff mar",Day,6X Daily,6,Daily,TRUE
R01753,"Delta LGA - LaGuardia, NY",Concourse D,Restrooms,D-106,D1-174,Men's (Temp. Closed),1,Below Wing,T0077,17,"Keep tile, including grout lines, and concrete/terrazzo floors clean with minor controllable spots, stains, dirt, scuff mar",Graveyard,6X Daily,6,Daily,TRUE
R01754,"Delta LGA - LaGuardia, NY",Concourse D,Restrooms,D-106,D1-174,Men's (Temp. Closed),1,Below Wing,T0078,18,"Keep tile, including grout lines, and concrete/terrazzo floors clean with minor controllable spots, stains, dirt, scuff mar",Swing,6X Daily,6,Daily,TRUE
R01755,"Delta LGA - LaGuardia, NY",Concourse D,Restrooms,D-106,D1-174,Men's (Temp. Closed),1,Below Wing,T0079,19,Maintain and replenish restroom supplies,Day,8X Daily,8,Daily,FALSE
R01756,"Delta LGA - LaGuardia, NY",Concourse D,Restrooms,D-106,D1-174,Men's (Temp. Closed),1,Below Wing,T0080,20,Maintain and replenish restroom supplies,Graveyard,8X Daily,8,Daily,FALSE
R01757,"Delta LGA - LaGuardia, NY",Concourse D,Restrooms,D-106,D1-174,Men's (Temp. Closed),1,Below Wing,T0081,21,Maintain and replenish restroom supplies,Swing,8X Daily,8,Daily,FALSE
R01758,"Delta LGA - LaGuardia, NY",Concourse D,Restrooms,D-106,D1-174,Men's (Temp. Closed),1,Below Wing,T0082,22,Regularly sanitize installations and surfaces to maintain a high level of cleanliness,Day,8X Daily,8,Daily,FALSE
R01759,"Delta LGA - LaGuardia, NY",Concourse D,Restrooms,D-106,D1-174,Men's (Temp. Closed),1,Below Wing,T0083,23,Regularly sanitize installations and surfaces to maintain a high level of cleanliness,Graveyard,8X Daily,8,Daily,FALSE
R01760,"Delta LGA - LaGuardia, NY",Concourse D,Restrooms,D-106,D1-174,Men's (Temp. Closed),1,Below Wing,T0084,24,Regularly sanitize installations and surfaces to maintain a high level of cleanliness,Swing,8X Daily,8,Daily,FALSE
R01761,"Delta LGA - LaGuardia, NY",Concourse D,Restrooms,D-107,D1-322,Men's RR,1,Below Wing,T0061,1,"Clean restroom floors, walls, and surfaces",Day,8X Daily,8,Daily,FALSE
R01762,"Delta LGA - LaGuardia, NY",Concourse D,Restrooms,D-107,D1-322,Men's RR,1,Below Wing,T0062,2,"Clean restroom floors, walls, and surfaces",Graveyard,8X Daily,8,Daily,FALSE
R01763,"Delta LGA - LaGuardia, NY",Concourse D,Restrooms,D-107,D1-322,Men's RR,1,Below Wing,T0063,3,"Clean restroom floors, walls, and surfaces",Swing,8X Daily,8,Daily,FALSE
R01764,"Delta LGA - LaGuardia, NY",Concourse D,Restrooms,D-107,D1-322,Men's RR,1,Below Wing,T0064,4,"Clean toilet bowls, urinals, and sinks",Day,8X Daily,8,Daily,FALSE
R01765,"Delta LGA - LaGuardia, NY",Concourse D,Restrooms,D-107,D1-322,Men's RR,1,Below Wing,T0065,5,"Clean toilet bowls, urinals, and sinks",Graveyard,8X Daily,8,Daily,FALSE
R01766,"Delta LGA - LaGuardia, NY",Concourse D,Restrooms,D-107,D1-322,Men's RR,1,Below Wing,T0066,6,"Clean toilet bowls, urinals, and sinks",Swing,8X Daily,8,Daily,FALSE
R01767,"Delta LGA - LaGuardia, NY",Concourse D,Restrooms,D-107,D1-322,Men's RR,1,Below Wing,T0067,7,Collect trash and debris,Day,4X Daily,4,Daily,FALSE
R01768,"Delta LGA - LaGuardia, NY",Concourse D,Restrooms,D-107,D1-322,Men's RR,1,Below Wing,T0068,8,Collect trash and debris,Graveyard,4X Daily,4,Daily,FALSE
R01769,"Delta LGA - LaGuardia, NY",Concourse D,Restrooms,D-107,D1-322,Men's RR,1,Below Wing,T0069,9,Collect trash and debris,Swing,4X Daily,4,Daily,FALSE
R01770,"Delta LGA - LaGuardia, NY",Concourse D,Restrooms,D-107,D1-322,Men's RR,1,Below Wing,T0070,10,Keep air hand dryers and paper towel dispensers and surrounding surfaces clean and sanitized as well as free o,Day,4X Daily,4,Daily,TRUE
R01771,"Delta LGA - LaGuardia, NY",Concourse D,Restrooms,D-107,D1-322,Men's RR,1,Below Wing,T0071,11,Keep air hand dryers and paper towel dispensers and surrounding surfaces clean and sanitized as well as free o,Graveyard,4X Daily,4,Daily,TRUE
R01772,"Delta LGA - LaGuardia, NY",Concourse D,Restrooms,D-107,D1-322,Men's RR,1,Below Wing,T0072,12,Keep air hand dryers and paper towel dispensers and surrounding surfaces clean and sanitized as well as free o,Swing,4X Daily,4,Daily,TRUE
R01773,"Delta LGA - LaGuardia, NY",Concourse D,Restrooms,D-107,D1-322,Men's RR,1,Below Wing,T0073,13,Keep mirrors clean and sanitary,Day,8X Daily,8,Daily,FALSE
R01774,"Delta LGA - LaGuardia, NY",Concourse D,Restrooms,D-107,D1-322,Men's RR,1,Below Wing,T0074,14,Keep mirrors clean and sanitary,Graveyard,8X Daily,8,Daily,FALSE
R01775,"Delta LGA - LaGuardia, NY",Concourse D,Restrooms,D-107,D1-322,Men's RR,1,Below Wing,T0075,15,Keep mirrors clean and sanitary,Swing,8X Daily,8,Daily,FALSE
R01776,"Delta LGA - LaGuardia, NY",Concourse D,Restrooms,D-107,D1-322,Men's RR,1,Below Wing,T0076,16,"Keep tile, including grout lines, and concrete/terrazzo floors clean with minor controllable spots, stains, dirt, scuff mar",Day,6X Daily,6,Daily,TRUE
R01777,"Delta LGA - LaGuardia, NY",Concourse D,Restrooms,D-107,D1-322,Men's RR,1,Below Wing,T0077,17,"Keep tile, including grout lines, and concrete/terrazzo floors clean with minor controllable spots, stains, dirt, scuff mar",Graveyard,6X Daily,6,Daily,TRUE
R01778,"Delta LGA - LaGuardia, NY",Concourse D,Restrooms,D-107,D1-322,Men's RR,1,Below Wing,T0078,18,"Keep tile, including grout lines, and concrete/terrazzo floors clean with minor controllable spots, stains, dirt, scuff mar",Swing,6X Daily,6,Daily,TRUE
R01779,"Delta LGA - LaGuardia, NY",Concourse D,Restrooms,D-107,D1-322,Men's RR,1,Below Wing,T0079,19,Maintain and replenish restroom supplies,Day,8X Daily,8,Daily,FALSE
R01780,"Delta LGA - LaGuardia, NY",Concourse D,Restrooms,D-107,D1-322,Men's RR,1,Below Wing,T0080,20,Maintain and replenish restroom supplies,Graveyard,8X Daily,8,Daily,FALSE
R01781,"Delta LGA - LaGuardia, NY",Concourse D,Restrooms,D-107,D1-322,Men's RR,1,Below Wing,T0081,21,Maintain and replenish restroom supplies,Swing,8X Daily,8,Daily,FALSE
R01782,"Delta LGA - LaGuardia, NY",Concourse D,Restrooms,D-107,D1-322,Men's RR,1,Below Wing,T0082,22,Regularly sanitize installations and surfaces to maintain a high level of cleanliness,Day,8X Daily,8,Daily,FALSE
R01783,"Delta LGA - LaGuardia, NY",Concourse D,Restrooms,D-107,D1-322,Men's RR,1,Below Wing,T0083,23,Regularly sanitize installations and surfaces to maintain a high level of cleanliness,Graveyard,8X Daily,8,Daily,FALSE
R01784,"Delta LGA - LaGuardia, NY",Concourse D,Restrooms,D-107,D1-322,Men's RR,1,Below Wing,T0084,24,Regularly sanitize installations and surfaces to maintain a high level of cleanliness,Swing,8X Daily,8,Daily,FALSE
R01785,"Delta LGA - LaGuardia, NY",Concourse D,Restrooms,D-108,D1-325,Women's RR,1,Below Wing,T0061,1,"Clean restroom floors, walls, and surfaces",Day,8X Daily,8,Daily,FALSE
R01786,"Delta LGA - LaGuardia, NY",Concourse D,Restrooms,D-108,D1-325,Women's RR,1,Below Wing,T0062,2,"Clean restroom floors, walls, and surfaces",Graveyard,8X Daily,8,Daily,FALSE
R01787,"Delta LGA - LaGuardia, NY",Concourse D,Restrooms,D-108,D1-325,Women's RR,1,Below Wing,T0063,3,"Clean restroom floors, walls, and surfaces",Swing,8X Daily,8,Daily,FALSE
R01788,"Delta LGA - LaGuardia, NY",Concourse D,Restrooms,D-108,D1-325,Women's RR,1,Below Wing,T0064,4,"Clean toilet bowls, urinals, and sinks",Day,8X Daily,8,Daily,FALSE
R01789,"Delta LGA - LaGuardia, NY",Concourse D,Restrooms,D-108,D1-325,Women's RR,1,Below Wing,T0065,5,"Clean toilet bowls, urinals, and sinks",Graveyard,8X Daily,8,Daily,FALSE
R01790,"Delta LGA - LaGuardia, NY",Concourse D,Restrooms,D-108,D1-325,Women's RR,1,Below Wing,T0066,6,"Clean toilet bowls, urinals, and sinks",Swing,8X Daily,8,Daily,FALSE
R01791,"Delta LGA - LaGuardia, NY",Concourse D,Restrooms,D-108,D1-325,Women's RR,1,Below Wing,T0067,7,Collect trash and debris,Day,4X Daily,4,Daily,FALSE
R01792,"Delta LGA - LaGuardia, NY",Concourse D,Restrooms,D-108,D1-325,Women's RR,1,Below Wing,T0068,8,Collect trash and debris,Graveyard,4X Daily,4,Daily,FALSE
R01793,"Delta LGA - LaGuardia, NY",Concourse D,Restrooms,D-108,D1-325,Women's RR,1,Below Wing,T0069,9,Collect trash and debris,Swing,4X Daily,4,Daily,FALSE
R01794,"Delta LGA - LaGuardia, NY",Concourse D,Restrooms,D-108,D1-325,Women's RR,1,Below Wing,T0070,10,Keep air hand dryers and paper towel dispensers and surrounding surfaces clean and sanitized as well as free o,Day,4X Daily,4,Daily,TRUE
R01795,"Delta LGA - LaGuardia, NY",Concourse D,Restrooms,D-108,D1-325,Women's RR,1,Below Wing,T0071,11,Keep air hand dryers and paper towel dispensers and surrounding surfaces clean and sanitized as well as free o,Graveyard,4X Daily,4,Daily,TRUE
R01796,"Delta LGA - LaGuardia, NY",Concourse D,Restrooms,D-108,D1-325,Women's RR,1,Below Wing,T0072,12,Keep air hand dryers and paper towel dispensers and surrounding surfaces clean and sanitized as well as free o,Swing,4X Daily,4,Daily,TRUE
R01797,"Delta LGA - LaGuardia, NY",Concourse D,Restrooms,D-108,D1-325,Women's RR,1,Below Wing,T0073,13,Keep mirrors clean and sanitary,Day,8X Daily,8,Daily,FALSE
R01798,"Delta LGA - LaGuardia, NY",Concourse D,Restrooms,D-108,D1-325,Women's RR,1,Below Wing,T0074,14,Keep mirrors clean and sanitary,Graveyard,8X Daily,8,Daily,FALSE
R01799,"Delta LGA - LaGuardia, NY",Concourse D,Restrooms,D-108,D1-325,Women's RR,1,Below Wing,T0075,15,Keep mirrors clean and sanitary,Swing,8X Daily,8,Daily,FALSE
R01800,"Delta LGA - LaGuardia, NY",Concourse D,Restrooms,D-108,D1-325,Women's RR,1,Below Wing,T0076,16,"Keep tile, including grout lines, and concrete/terrazzo floors clean with minor controllable spots, stains, dirt, scuff mar",Day,6X Daily,6,Daily,TRUE
R01801,"Delta LGA - LaGuardia, NY",Concourse D,Restrooms,D-108,D1-325,Women's RR,1,Below Wing,T0077,17,"Keep tile, including grout lines, and concrete/terrazzo floors clean with minor controllable spots, stains, dirt, scuff mar",Graveyard,6X Daily,6,Daily,TRUE
R01802,"Delta LGA - LaGuardia, NY",Concourse D,Restrooms,D-108,D1-325,Women's RR,1,Below Wing,T0078,18,"Keep tile, including grout lines, and concrete/terrazzo floors clean with minor controllable spots, stains, dirt, scuff mar",Swing,6X Daily,6,Daily,TRUE
R01803,"Delta LGA - LaGuardia, NY",Concourse D,Restrooms,D-108,D1-325,Women's RR,1,Below Wing,T0079,19,Maintain and replenish restroom supplies,Day,8X Daily,8,Daily,FALSE
R01804,"Delta LGA - LaGuardia, NY",Concourse D,Restrooms,D-108,D1-325,Women's RR,1,Below Wing,T0080,20,Maintain and replenish restroom supplies,Graveyard,8X Daily,8,Daily,FALSE
R01805,"Delta LGA - LaGuardia, NY",Concourse D,Restrooms,D-108,D1-325,Women's RR,1,Below Wing,T0081,21,Maintain and replenish restroom supplies,Swing,8X Daily,8,Daily,FALSE
R01806,"Delta LGA - LaGuardia, NY",Concourse D,Restrooms,D-108,D1-325,Women's RR,1,Below Wing,T0082,22,Regularly sanitize installations and surfaces to maintain a high level of cleanliness,Day,8X Daily,8,Daily,FALSE
R01807,"Delta LGA - LaGuardia, NY",Concourse D,Restrooms,D-108,D1-325,Women's RR,1,Below Wing,T0083,23,Regularly sanitize installations and surfaces to maintain a high level of cleanliness,Graveyard,8X Daily,8,Daily,FALSE
R01808,"Delta LGA - LaGuardia, NY",Concourse D,Restrooms,D-108,D1-325,Women's RR,1,Below Wing,T0084,24,Regularly sanitize installations and surfaces to maintain a high level of cleanliness,Swing,8X Daily,8,Daily,FALSE
R01809,"Delta LGA - LaGuardia, NY",Concourse D,Restrooms,D-109,D1-471,Men's RR,1,Below Wing,T0061,1,"Clean restroom floors, walls, and surfaces",Day,8X Daily,8,Daily,FALSE
R01810,"Delta LGA - LaGuardia, NY",Concourse D,Restrooms,D-109,D1-471,Men's RR,1,Below Wing,T0062,2,"Clean restroom floors, walls, and surfaces",Graveyard,8X Daily,8,Daily,FALSE
R01811,"Delta LGA - LaGuardia, NY",Concourse D,Restrooms,D-109,D1-471,Men's RR,1,Below Wing,T0063,3,"Clean restroom floors, walls, and surfaces",Swing,8X Daily,8,Daily,FALSE
R01812,"Delta LGA - LaGuardia, NY",Concourse D,Restrooms,D-109,D1-471,Men's RR,1,Below Wing,T0064,4,"Clean toilet bowls, urinals, and sinks",Day,8X Daily,8,Daily,FALSE
R01813,"Delta LGA - LaGuardia, NY",Concourse D,Restrooms,D-109,D1-471,Men's RR,1,Below Wing,T0065,5,"Clean toilet bowls, urinals, and sinks",Graveyard,8X Daily,8,Daily,FALSE
R01814,"Delta LGA - LaGuardia, NY",Concourse D,Restrooms,D-109,D1-471,Men's RR,1,Below Wing,T0066,6,"Clean toilet bowls, urinals, and sinks",Swing,8X Daily,8,Daily,FALSE
R01815,"Delta LGA - LaGuardia, NY",Concourse D,Restrooms,D-109,D1-471,Men's RR,1,Below Wing,T0067,7,Collect trash and debris,Day,4X Daily,4,Daily,FALSE
R01816,"Delta LGA - LaGuardia, NY",Concourse D,Restrooms,D-109,D1-471,Men's RR,1,Below Wing,T0068,8,Collect trash and debris,Graveyard,4X Daily,4,Daily,FALSE
R01817,"Delta LGA - LaGuardia, NY",Concourse D,Restrooms,D-109,D1-471,Men's RR,1,Below Wing,T0069,9,Collect trash and debris,Swing,4X Daily,4,Daily,FALSE
R01818,"Delta LGA - LaGuardia, NY",Concourse D,Restrooms,D-109,D1-471,Men's RR,1,Below Wing,T0070,10,Keep air hand dryers and paper towel dispensers and surrounding surfaces clean and sanitized as well as free o,Day,4X Daily,4,Daily,TRUE
R01819,"Delta LGA - LaGuardia, NY",Concourse D,Restrooms,D-109,D1-471,Men's RR,1,Below Wing,T0071,11,Keep air hand dryers and paper towel dispensers and surrounding surfaces clean and sanitized as well as free o,Graveyard,4X Daily,4,Daily,TRUE
R01820,"Delta LGA - LaGuardia, NY",Concourse D,Restrooms,D-109,D1-471,Men's RR,1,Below Wing,T0072,12,Keep air hand dryers and paper towel dispensers and surrounding surfaces clean and sanitized as well as free o,Swing,4X Daily,4,Daily,TRUE
R01821,"Delta LGA - LaGuardia, NY",Concourse D,Restrooms,D-109,D1-471,Men's RR,1,Below Wing,T0073,13,Keep mirrors clean and sanitary,Day,8X Daily,8,Daily,FALSE
R01822,"Delta LGA - LaGuardia, NY",Concourse D,Restrooms,D-109,D1-471,Men's RR,1,Below Wing,T0074,14,Keep mirrors clean and sanitary,Graveyard,8X Daily,8,Daily,FALSE
R01823,"Delta LGA - LaGuardia, NY",Concourse D,Restrooms,D-109,D1-471,Men's RR,1,Below Wing,T0075,15,Keep mirrors clean and sanitary,Swing,8X Daily,8,Daily,FALSE
R01824,"Delta LGA - LaGuardia, NY",Concourse D,Restrooms,D-109,D1-471,Men's RR,1,Below Wing,T0076,16,"Keep tile, including grout lines, and concrete/terrazzo floors clean with minor controllable spots, stains, dirt, scuff mar",Day,6X Daily,6,Daily,TRUE
R01825,"Delta LGA - LaGuardia, NY",Concourse D,Restrooms,D-109,D1-471,Men's RR,1,Below Wing,T0077,17,"Keep tile, including grout lines, and concrete/terrazzo floors clean with minor controllable spots, stains, dirt, scuff mar",Graveyard,6X Daily,6,Daily,TRUE
R01826,"Delta LGA - LaGuardia, NY",Concourse D,Restrooms,D-109,D1-471,Men's RR,1,Below Wing,T0078,18,"Keep tile, including grout lines, and concrete/terrazzo floors clean with minor controllable spots, stains, dirt, scuff mar",Swing,6X Daily,6,Daily,TRUE
