row_id,site,building,area_type,area_id,area_number,area_name,floor,floor_description,task_id,task_seq,task_name,shift,frequency_raw,freq_count,freq_period,text_truncated
R00001,"Delta LGA - LaGuardia, NY",Concourse D,Break Rooms,D-001,D1-110,Endeavor Air,1,Below Wing,T0001,1,Clean all refrigerators and empty content per site specific directions in accordance to clearly posted schedules,Day,As Needed,,As Needed,FALSE
R00002,"Delta LGA - LaGuardia, NY",Concourse D,Break Rooms,D-001,D1-110,Endeavor Air,1,Below Wing,T0002,2,Clean all refrigerators and empty content per site specific directions in accordance to clearly posted schedules,Graveyard,As Needed,,As Needed,FALSE
R00003,"Delta LGA - LaGuardia, NY",Concourse D,Break Rooms,D-001,D1-110,Endeavor Air,1,Below Wing,T0003,3,Clean all refrigerators and empty content per site specific directions in accordance to clearly posted schedules,Swing,As Needed,,As Needed,FALSE
R00004,"Delta LGA - LaGuardia, NY",Concourse D,Break Rooms,D-001,D1-110,Endeavor Air,1,Below Wing,T0004,4,"Disinfect all handles, keypads, and buttons on equipment",Day,2X Daily,2,Daily,FALSE
R00005,"Delta LGA - LaGuardia, NY",Concourse D,Break Rooms,D-001,D1-110,Endeavor Air,1,Below Wing,T0005,5,"Disinfect all handles, keypads, and buttons on equipment",Graveyard,2X Daily,2,Daily,FALSE
R00006,"Delta LGA - LaGuardia, NY",Concourse D,Break Rooms,D-001,D1-110,Endeavor Air,1,Below Wing,T0006,6,"Disinfect all handles, keypads, and buttons on equipment",Swing,2X Daily,2,Daily,FALSE
R00007,"Delta LGA - LaGuardia, NY",Concourse D,Break Rooms,D-001,D1-110,Endeavor Air,1,Below Wing,T0007,7,Empty trash receptacles/trash trucks and replace with a clean liner (where applicable),Day,3X Daily,3,Daily,FALSE
R00008,"Delta LGA - LaGuardia, NY",Concourse D,Break Rooms,D-001,D1-110,Endeavor Air,1,Below Wing,T0008,8,Empty trash receptacles/trash trucks and replace with a clean liner (where applicable),Graveyard,3X Daily,3,Daily,FALSE
R00009,"Delta LGA - LaGuardia, NY",Concourse D,Break Rooms,D-001,D1-110,Endeavor Air,1,Below Wing,T0009,9,Empty trash receptacles/trash trucks and replace with a clean liner (where applicable),Swing,3X Daily,3,Daily,FALSE
R00010,"Delta LGA - LaGuardia, NY",Concourse D,Break Rooms,D-001,D1-110,Endeavor Air,1,Below Wing,T0010,10,"Keep all floor mats substantially free of dirt, stains, and debris",Day,1X Daily,1,Daily,FALSE
R00011,"Delta LGA - LaGuardia, NY",Concourse D,Break Rooms,D-001,D1-110,Endeavor Air,1,Below Wing,T0011,11,"Keep all floor mats substantially free of dirt, stains, and debris",Graveyard,1X Daily,1,Daily,FALSE
R00012,"Delta LGA - LaGuardia, NY",Concourse D,Break Rooms,D-001,D1-110,Endeavor Air,1,Below Wing,T0012,12,"Keep all floor mats substantially free of dirt, stains, and debris",Swing,1X Daily,1,Daily,FALSE
R00013,"Delta LGA - LaGuardia, NY",Concourse D,Break Rooms,D-001,D1-110,Endeavor Air,1,Below Wing,T0013,13,"Keep all mirrors, glass partitions, doors, and shelves free of streaks, smudges, spots, and dust",Day,1X Daily,1,Daily,FALSE
R00014,"Delta LGA - LaGuardia, NY",Concourse D,Break Rooms,D-001,D1-110,Endeavor Air,1,Below Wing,T0014,14,"Keep all vending machines, microwaves, and refrigerators substantially free of dirt, dust, debris, and odors",Day,1X Daily,1,Daily,FALSE
R00015,"Delta LGA - LaGuardia, NY",Concourse D,Break Rooms,D-001,D1-110,Endeavor Air,1,Below Wing,T0015,15,"Keep all vending machines, microwaves, and refrigerators substantially free of dirt, dust, debris, and odors",Graveyard,1X Daily,1,Daily,FALSE
R00016,"Delta LGA - LaGuardia, NY",Concourse D,Break Rooms,D-001,D1-110,Endeavor Air,1,Below Wing,T0016,16,"Keep all vending machines, microwaves, and refrigerators substantially free of dirt, dust, debris, and odors",Swing,1X Daily,1,Daily,FALSE
R00017,"Delta LGA - LaGuardia, NY",Concourse D,Break Rooms,D-001,D1-110,Endeavor Air,1,Below Wing,T0017,17,Keep surfaces beneath all mats clean and free of debris,Day,1X Daily,1,Daily,FALSE
R00018,"Delta LGA - LaGuardia, NY",Concourse D,Break Rooms,D-001,D1-110,Endeavor Air,1,Below Wing,T0018,18,"Keep tile, including grout lines, and concrete/terrazzo floors clean with minor controllable spots, stains, dirt, scuff mar",Day,1X Daily,1,Daily,TRUE
R00019,"Delta LGA - LaGuardia, NY",Concourse D,Break Rooms,D-001,D1-110,Endeavor Air,1,Below Wing,T0019,19,Re-set tables and chairs per site/area layout requirements if requested,Day,2X Daily,2,Daily,FALSE
R00020,"Delta LGA - LaGuardia, NY",Concourse D,Break Rooms,D-001,D1-110,Endeavor Air,1,Below Wing,T0020,20,Re-set tables and chairs per site/area layout requirements if requested,Graveyard,2X Daily,2,Daily,FALSE
R00021,"Delta LGA - LaGuardia, NY",Concourse D,Break Rooms,D-001,D1-110,Endeavor Air,1,Below Wing,T0021,21,Re-set tables and chairs per site/area layout requirements if requested,Swing,2X Daily,2,Daily,FALSE
R00022,"Delta LGA - LaGuardia, NY",Concourse D,Break Rooms,D-001,D1-110,Endeavor Air,1,Below Wing,T0022,22,"Substantially clean carpets and ensure carpets only have minor controllable spots, stains, dirt, and debris, consisten",Day,2X Daily,2,Daily,TRUE
R00023,"Delta LGA - LaGuardia, NY",Concourse D,Break Rooms,D-001,D1-110,Endeavor Air,1,Below Wing,T0023,23,"Substantially clean carpets and ensure carpets only have minor controllable spots, stains, dirt, and debris, consisten",Graveyard,2X Daily,2,Daily,TRUE
R00024,"Delta LGA - LaGuardia, NY",Concourse D,Break Rooms,D-001,D1-110,Endeavor Air,1,Below Wing,T0024,24,"Substantially clean carpets and ensure carpets only have minor controllable spots, stains, dirt, and debris, consisten",Swing,2X Daily,2,Daily,TRUE
R00025,"Delta LGA - LaGuardia, NY",Concourse D,Break Rooms,D-001,D1-110,Endeavor Air,1,Below Wing,T0025,25,Treat/remove spots on upholstered furnishings as required to maintain appearance,Day,2X Weekly,2,Weekly,FALSE
R00026,"Delta LGA - LaGuardia, NY",Concourse D,Break Rooms,D-001,D1-110,Endeavor Air,1,Below Wing,T0026,26,"Wipe, clean and disinfect all chairs and tables",Day,3X Daily,3,Daily,FALSE
R00027,"Delta LGA - LaGuardia, NY",Concourse D,Break Rooms,D-001,D1-110,Endeavor Air,1,Below Wing,T0027,27,"Wipe, clean and disinfect all chairs and tables",Graveyard,3X Daily,3,Daily,FALSE
R00028,"Delta LGA - LaGuardia, NY",Concourse D,Break Rooms,D-001,D1-110,Endeavor Air,1,Below Wing,T0028,28,"Wipe, clean and disinfect all chairs and tables",Swing,3X Daily,3,Daily,FALSE
R00029,"Delta LGA - LaGuardia, NY",Concourse D,Break Rooms,D-002,D1-111A,,1,Below Wing,T0001,1,Clean all refrigerators and empty content per site specific directions in accordance to clearly posted schedules,Day,As Needed,,As Needed,FALSE
R00030,"Delta LGA - LaGuardia, NY",Concourse D,Break Rooms,D-002,D1-111A,,1,Below Wing,T0002,2,Clean all refrigerators and empty content per site specific directions in accordance to clearly posted schedules,Graveyard,As Needed,,As Needed,FALSE
R00031,"Delta LGA - LaGuardia, NY",Concourse D,Break Rooms,D-002,D1-111A,,1,Below Wing,T0003,3,Clean all refrigerators and empty content per site specific directions in accordance to clearly posted schedules,Swing,As Needed,,As Needed,FALSE
R00032,"Delta LGA - LaGuardia, NY",Concourse D,Break Rooms,D-002,D1-111A,,1,Below Wing,T0004,4,"Disinfect all handles, keypads, and buttons on equipment",Day,2X Daily,2,Daily,FALSE
R00033,"Delta LGA - LaGuardia, NY",Concourse D,Break Rooms,D-002,D1-111A,,1,Below Wing,T0005,5,"Disinfect all handles, keypads, and buttons on equipment",Graveyard,2X Daily,2,Daily,FALSE
R00034,"Delta LGA - LaGuardia, NY",Concourse D,Break Rooms,D-002,D1-111A,,1,Below Wing,T0006,6,"Disinfect all handles, keypads, and buttons on equipment",Swing,2X Daily,2,Daily,FALSE
R00035,"Delta LGA - LaGuardia, NY",Concourse D,Break Rooms,D-002,D1-111A,,1,Below Wing,T0007,7,Empty trash receptacles/trash trucks and replace with a clean liner (where applicable),Day,3X Daily,3,Daily,FALSE
R00036,"Delta LGA - LaGuardia, NY",Concourse D,Break Rooms,D-002,D1-111A,,1,Below Wing,T0008,8,Empty trash receptacles/trash trucks and replace with a clean liner (where applicable),Graveyard,3X Daily,3,Daily,FALSE
R00037,"Delta LGA - LaGuardia, NY",Concourse D,Break Rooms,D-002,D1-111A,,1,Below Wing,T0009,9,Empty trash receptacles/trash trucks and replace with a clean liner (where applicable),Swing,3X Daily,3,Daily,FALSE
R00038,"Delta LGA - LaGuardia, NY",Concourse D,Break Rooms,D-002,D1-111A,,1,Below Wing,T0010,10,"Keep all floor mats substantially free of dirt, stains, and debris",Day,1X Daily,1,Daily,FALSE
R00039,"Delta LGA - LaGuardia, NY",Concourse D,Break Rooms,D-002,D1-111A,,1,Below Wing,T0011,11,"Keep all floor mats substantially free of dirt, stains, and debris",Graveyard,1X Daily,1,Daily,FALSE
R00040,"Delta LGA - LaGuardia, NY",Concourse D,Break Rooms,D-002,D1-111A,,1,Below Wing,T0012,12,"Keep all floor mats substantially free of dirt, stains, and debris",Swing,1X Daily,1,Daily,FALSE
R00041,"Delta LGA - LaGuardia, NY",Concourse D,Break Rooms,D-002,D1-111A,,1,Below Wing,T0013,13,"Keep all mirrors, glass partitions, doors, and shelves free of streaks, smudges, spots, and dust",Day,1X Daily,1,Daily,FALSE
R00042,"Delta LGA - LaGuardia, NY",Concourse D,Break Rooms,D-002,D1-111A,,1,Below Wing,T0014,14,"Keep all vending machines, microwaves, and refrigerators substantially free of dirt, dust, debris, and odors",Day,1X Daily,1,Daily,FALSE
R00043,"Delta LGA - LaGuardia, NY",Concourse D,Break Rooms,D-002,D1-111A,,1,Below Wing,T0015,15,"Keep all vending machines, microwaves, and refrigerators substantially free of dirt, dust, debris, and odors",Graveyard,1X Daily,1,Daily,FALSE
R00044,"Delta LGA - LaGuardia, NY",Concourse D,Break Rooms,D-002,D1-111A,,1,Below Wing,T0016,16,"Keep all vending machines, microwaves, and refrigerators substantially free of dirt, dust, debris, and odors",Swing,1X Daily,1,Daily,FALSE
R00045,"Delta LGA - LaGuardia, NY",Concourse D,Break Rooms,D-002,D1-111A,,1,Below Wing,T0017,17,Keep surfaces beneath all mats clean and free of debris,Day,1X Daily,1,Daily,FALSE
R00046,"Delta LGA - LaGuardia, NY",Concourse D,Break Rooms,D-002,D1-111A,,1,Below Wing,T0018,18,"Keep tile, including grout lines, and concrete/terrazzo floors clean with minor controllable spots, stains, dirt, scuff mar",Day,1X Daily,1,Daily,TRUE
R00047,"Delta LGA - LaGuardia, NY",Concourse D,Break Rooms,D-002,D1-111A,,1,Below Wing,T0019,19,Re-set tables and chairs per site/area layout requirements if requested,Day,2X Daily,2,Daily,FALSE
R00048,"Delta LGA - LaGuardia, NY",Concourse D,Break Rooms,D-002,D1-111A,,1,Below Wing,T0020,20,Re-set tables and chairs per site/area layout requirements if requested,Graveyard,2X Daily,2,Daily,FALSE
R00049,"Delta LGA - LaGuardia, NY",Concourse D,Break Rooms,D-002,D1-111A,,1,Below Wing,T0021,21,Re-set tables and chairs per site/area layout requirements if requested,Swing,2X Daily,2,Daily,FALSE
R00050,"Delta LGA - LaGuardia, NY",Concourse D,Break Rooms,D-002,D1-111A,,1,Below Wing,T0022,22,"Substantially clean carpets and ensure carpets only have minor controllable spots, stains, dirt, and debris, consisten",Day,2X Daily,2,Daily,TRUE
R00051,"Delta LGA - LaGuardia, NY",Concourse D,Break Rooms,D-002,D1-111A,,1,Below Wing,T0023,23,"Substantially clean carpets and ensure carpets only have minor controllable spots, stains, dirt, and debris, consisten",Graveyard,2X Daily,2,Daily,TRUE
R00052,"Delta LGA - LaGuardia, NY",Concourse D,Break Rooms,D-002,D1-111A,,1,Below Wing,T0024,24,"Substantially clean carpets and ensure carpets only have minor controllable spots, stains, dirt, and debris, consisten",Swing,2X Daily,2,Daily,TRUE
R00053,"Delta LGA - LaGuardia, NY",Concourse D,Break Rooms,D-002,D1-111A,,1,Below Wing,T0025,25,Treat/remove spots on upholstered furnishings as required to maintain appearance,Day,2X Weekly,2,Weekly,FALSE
R00054,"Delta LGA - LaGuardia, NY",Concourse D,Break Rooms,D-002,D1-111A,,1,Below Wing,T0026,26,"Wipe, clean and disinfect all chairs and tables",Day,3X Daily,3,Daily,FALSE
R00055,"Delta LGA - LaGuardia, NY",Concourse D,Break Rooms,D-002,D1-111A,,1,Below Wing,T0027,27,"Wipe, clean and disinfect all chairs and tables",Graveyard,3X Daily,3,Daily,FALSE
R00056,"Delta LGA - LaGuardia, NY",Concourse D,Break Rooms,D-002,D1-111A,,1,Below Wing,T0028,28,"Wipe, clean and disinfect all chairs and tables",Swing,3X Daily,3,Daily,FALSE
R00057,"Delta LGA - LaGuardia, NY",Concourse D,Break Rooms,D-003,D1-122,Endeavor Air Stores,1,Below Wing,T0001,1,Clean all refrigerators and empty content per site specific directions in accordance to clearly posted schedules,Day,As Needed,,As Needed,FALSE
R00058,"Delta LGA - LaGuardia, NY",Concourse D,Break Rooms,D-003,D1-122,Endeavor Air Stores,1,Below Wing,T0002,2,Clean all refrigerators and empty content per site specific directions in accordance to clearly posted schedules,Graveyard,As Needed,,As Needed,FALSE
R00059,"Delta LGA - LaGuardia, NY",Concourse D,Break Rooms,D-003,D1-122,Endeavor Air Stores,1,Below Wing,T0003,3,Clean all refrigerators and empty content per site specific directions in accordance to clearly posted schedules,Swing,As Needed,,As Needed,FALSE
R00060,"Delta LGA - LaGuardia, NY",Concourse D,Break Rooms,D-003,D1-122,Endeavor Air Stores,1,Below Wing,T0004,4,"Disinfect all handles, keypads, and buttons on equipment",Day,2X Daily,2,Daily,FALSE
R00061,"Delta LGA - LaGuardia, NY",Concourse D,Break Rooms,D-003,D1-122,Endeavor Air Stores,1,Below Wing,T0005,5,"Disinfect all handles, keypads, and buttons on equipment",Graveyard,2X Daily,2,Daily,FALSE
R00062,"Delta LGA - LaGuardia, NY",Concourse D,Break Rooms,D-003,D1-122,Endeavor Air Stores,1,Below Wing,T0006,6,"Disinfect all handles, keypads, and buttons on equipment",Swing,2X Daily,2,Daily,FALSE
R00063,"Delta LGA - LaGuardia, NY",Concourse D,Break Rooms,D-003,D1-122,Endeavor Air Stores,1,Below Wing,T0007,7,Empty trash receptacles/trash trucks and replace with a clean liner (where applicable),Day,3X Daily,3,Daily,FALSE
R00064,"Delta LGA - LaGuardia, NY",Concourse D,Break Rooms,D-003,D1-122,Endeavor Air Stores,1,Below Wing,T0008,8,Empty trash receptacles/trash trucks and replace with a clean liner (where applicable),Graveyard,3X Daily,3,Daily,FALSE
R00065,"Delta LGA - LaGuardia, NY",Concourse D,Break Rooms,D-003,D1-122,Endeavor Air Stores,1,Below Wing,T0009,9,Empty trash receptacles/trash trucks and replace with a clean liner (where applicable),Swing,3X Daily,3,Daily,FALSE
R00066,"Delta LGA - LaGuardia, NY",Concourse D,Break Rooms,D-003,D1-122,Endeavor Air Stores,1,Below Wing,T0010,10,"Keep all floor mats substantially free of dirt, stains, and debris",Day,1X Daily,1,Daily,FALSE
R00067,"Delta LGA - LaGuardia, NY",Concourse D,Break Rooms,D-003,D1-122,Endeavor Air Stores,1,Below Wing,T0011,11,"Keep all floor mats substantially free of dirt, stains, and debris",Graveyard,1X Daily,1,Daily,FALSE
R00068,"Delta LGA - LaGuardia, NY",Concourse D,Break Rooms,D-003,D1-122,Endeavor Air Stores,1,Below Wing,T0012,12,"Keep all floor mats substantially free of dirt, stains, and debris",Swing,1X Daily,1,Daily,FALSE
R00069,"Delta LGA - LaGuardia, NY",Concourse D,Break Rooms,D-003,D1-122,Endeavor Air Stores,1,Below Wing,T0013,13,"Keep all mirrors, glass partitions, doors, and shelves free of streaks, smudges, spots, and dust",Day,1X Daily,1,Daily,FALSE
R00070,"Delta LGA - LaGuardia, NY",Concourse D,Break Rooms,D-003,D1-122,Endeavor Air Stores,1,Below Wing,T0014,14,"Keep all vending machines, microwaves, and refrigerators substantially free of dirt, dust, debris, and odors",Day,1X Daily,1,Daily,FALSE
R00071,"Delta LGA - LaGuardia, NY",Concourse D,Break Rooms,D-003,D1-122,Endeavor Air Stores,1,Below Wing,T0015,15,"Keep all vending machines, microwaves, and refrigerators substantially free of dirt, dust, debris, and odors",Graveyard,1X Daily,1,Daily,FALSE
R00072,"Delta LGA - LaGuardia, NY",Concourse D,Break Rooms,D-003,D1-122,Endeavor Air Stores,1,Below Wing,T0016,16,"Keep all vending machines, microwaves, and refrigerators substantially free of dirt, dust, debris, and odors",Swing,1X Daily,1,Daily,FALSE
R00073,"Delta LGA - LaGuardia, NY",Concourse D,Break Rooms,D-003,D1-122,Endeavor Air Stores,1,Below Wing,T0017,17,Keep surfaces beneath all mats clean and free of debris,Day,1X Daily,1,Daily,FALSE
R00074,"Delta LGA - LaGuardia, NY",Concourse D,Break Rooms,D-003,D1-122,Endeavor Air Stores,1,Below Wing,T0018,18,"Keep tile, including grout lines, and concrete/terrazzo floors clean with minor controllable spots, stains, dirt, scuff mar",Day,1X Daily,1,Daily,TRUE
R00075,"Delta LGA - LaGuardia, NY",Concourse D,Break Rooms,D-003,D1-122,Endeavor Air Stores,1,Below Wing,T0019,19,Re-set tables and chairs per site/area layout requirements if requested,Day,2X Daily,2,Daily,FALSE
R00076,"Delta LGA - LaGuardia, NY",Concourse D,Break Rooms,D-003,D1-122,Endeavor Air Stores,1,Below Wing,T0020,20,Re-set tables and chairs per site/area layout requirements if requested,Graveyard,2X Daily,2,Daily,FALSE
R00077,"Delta LGA - LaGuardia, NY",Concourse D,Break Rooms,D-003,D1-122,Endeavor Air Stores,1,Below Wing,T0021,21,Re-set tables and chairs per site/area layout requirements if requested,Swing,2X Daily,2,Daily,FALSE
R00078,"Delta LGA - LaGuardia, NY",Concourse D,Break Rooms,D-003,D1-122,Endeavor Air Stores,1,Below Wing,T0022,22,"Substantially clean carpets and ensure carpets only have minor controllable spots, stains, dirt, and debris, consisten",Day,2X Daily,2,Daily,TRUE
R00079,"Delta LGA - LaGuardia, NY",Concourse D,Break Rooms,D-003,D1-122,Endeavor Air Stores,1,Below Wing,T0023,23,"Substantially clean carpets and ensure carpets only have minor controllable spots, stains, dirt, and debris, consisten",Graveyard,2X Daily,2,Daily,TRUE
R00080,"Delta LGA - LaGuardia, NY",Concourse D,Break Rooms,D-003,D1-122,Endeavor Air Stores,1,Below Wing,T0024,24,"Substantially clean carpets and ensure carpets only have minor controllable spots, stains, dirt, and debris, consisten",Swing,2X Daily,2,Daily,TRUE
R00081,"Delta LGA - LaGuardia, NY",Concourse D,Break Rooms,D-003,D1-122,Endeavor Air Stores,1,Below Wing,T0025,25,Treat/remove spots on upholstered furnishings as required to maintain appearance,Day,2X Weekly,2,Weekly,FALSE
R00082,"Delta LGA - LaGuardia, NY",Concourse D,Break Rooms,D-003,D1-122,Endeavor Air Stores,1,Below Wing,T0026,26,"Wipe, clean and disinfect all chairs and tables",Day,3X Daily,3,Daily,FALSE
R00083,"Delta LGA - LaGuardia, NY",Concourse D,Break Rooms,D-003,D1-122,Endeavor Air Stores,1,Below Wing,T0027,27,"Wipe, clean and disinfect all chairs and tables",Graveyard,3X Daily,3,Daily,FALSE
R00084,"Delta LGA - LaGuardia, NY",Concourse D,Break Rooms,D-003,D1-122,Endeavor Air Stores,1,Below Wing,T0028,28,"Wipe, clean and disinfect all chairs and tables",Swing,3X Daily,3,Daily,FALSE
R00085,"Delta LGA - LaGuardia, NY",Concourse D,Break Rooms,D-004,D1-142,Endeavor Air Crew Lounge,1,Below Wing,T0001,1,Clean all refrigerators and empty content per site specific directions in accordance to clearly posted schedules,Day,As Needed,,As Needed,FALSE
R00086,"Delta LGA - LaGuardia, NY",Concourse D,Break Rooms,D-004,D1-142,Endeavor Air Crew Lounge,1,Below Wing,T0002,2,Clean all refrigerators and empty content per site specific directions in accordance to clearly posted schedules,Graveyard,As Needed,,As Needed,FALSE
R00087,"Delta LGA - LaGuardia, NY",Concourse D,Break Rooms,D-004,D1-142,Endeavor Air Crew Lounge,1,Below Wing,T0003,3,Clean all refrigerators and empty content per site specific directions in accordance to clearly posted schedules,Swing,As Needed,,As Needed,FALSE
R00088,"Delta LGA - LaGuardia, NY",Concourse D,Break Rooms,D-004,D1-142,Endeavor Air Crew Lounge,1,Below Wing,T0004,4,"Disinfect all handles, keypads, and buttons on equipment",Day,2X Daily,2,Daily,FALSE
R00089,"Delta LGA - LaGuardia, NY",Concourse D,Break Rooms,D-004,D1-142,Endeavor Air Crew Lounge,1,Below Wing,T0005,5,"Disinfect all handles, keypads, and buttons on equipment",Graveyard,2X Daily,2,Daily,FALSE
R00090,"Delta LGA - LaGuardia, NY",Concourse D,Break Rooms,D-004,D1-142,Endeavor Air Crew Lounge,1,Below Wing,T0006,6,"Disinfect all handles, keypads, and buttons on equipment",Swing,2X Daily,2,Daily,FALSE
R00091,"Delta LGA - LaGuardia, NY",Concourse D,Break Rooms,D-004,D1-142,Endeavor Air Crew Lounge,1,Below Wing,T0007,7,Empty trash receptacles/trash trucks and replace with a clean liner (where applicable),Day,3X Daily,3,Daily,FALSE
R00092,"Delta LGA - LaGuardia, NY",Concourse D,Break Rooms,D-004,D1-142,Endeavor Air Crew Lounge,1,Below Wing,T0008,8,Empty trash receptacles/trash trucks and replace with a clean liner (where applicable),Graveyard,3X Daily,3,Daily,FALSE
R00093,"Delta LGA - LaGuardia, NY",Concourse D,Break Rooms,D-004,D1-142,Endeavor Air Crew Lounge,1,Below Wing,T0009,9,Empty trash receptacles/trash trucks and replace with a clean liner (where applicable),Swing,3X Daily,3,Daily,FALSE
R00094,"Delta LGA - LaGuardia, NY",Concourse D,Break Rooms,D-004,D1-142,Endeavor Air Crew Lounge,1,Below Wing,T0010,10,"Keep all floor mats substantially free of dirt, stains, and debris",Day,1X Daily,1,Daily,FALSE
R00095,"Delta LGA - LaGuardia, NY",Concourse D,Break Rooms,D-004,D1-142,Endeavor Air Crew Lounge,1,Below Wing,T0011,11,"Keep all floor mats substantially free of dirt, stains, and debris",Graveyard,1X Daily,1,Daily,FALSE
R00096,"Delta LGA - LaGuardia, NY",Concourse D,Break Rooms,D-004,D1-142,Endeavor Air Crew Lounge,1,Below Wing,T0012,12,"Keep all floor mats substantially free of dirt, stains, and debris",Swing,1X Daily,1,Daily,FALSE
R00097,"Delta LGA - LaGuardia, NY",Concourse D,Break Rooms,D-004,D1-142,Endeavor Air Crew Lounge,1,Below Wing,T0013,13,"Keep all mirrors, glass partitions, doors, and shelves free of streaks, smudges, spots, and dust",Day,1X Daily,1,Daily,FALSE
R00098,"Delta LGA - LaGuardia, NY",Concourse D,Break Rooms,D-004,D1-142,Endeavor Air Crew Lounge,1,Below Wing,T0014,14,"Keep all vending machines, microwaves, and refrigerators substantially free of dirt, dust, debris, and odors",Day,1X Daily,1,Daily,FALSE
R00099,"Delta LGA - LaGuardia, NY",Concourse D,Break Rooms,D-004,D1-142,Endeavor Air Crew Lounge,1,Below Wing,T0015,15,"Keep all vending machines, microwaves, and refrigerators substantially free of dirt, dust, debris, and odors",Graveyard,1X Daily,1,Daily,FALSE
R00100,"Delta LGA - LaGuardia, NY",Concourse D,Break Rooms,D-004,D1-142,Endeavor Air Crew Lounge,1,Below Wing,T0016,16,"Keep all vending machines, microwaves, and refrigerators substantially free of dirt, dust, debris, and odors",Swing,1X Daily,1,Daily,FALSE
R00101,"Delta LGA - LaGuardia, NY",Concourse D,Break Rooms,D-004,D1-142,Endeavor Air Crew Lounge,1,Below Wing,T0017,17,Keep surfaces beneath all mats clean and free of debris,Day,1X Daily,1,Daily,FALSE
R00102,"Delta LGA - LaGuardia, NY",Concourse D,Break Rooms,D-004,D1-142,Endeavor Air Crew Lounge,1,Below Wing,T0018,18,"Keep tile, including grout lines, and concrete/terrazzo floors clean with minor controllable spots, stains, dirt, scuff mar",Day,1X Daily,1,Daily,TRUE
R00103,"Delta LGA - LaGuardia, NY",Concourse D,Break Rooms,D-004,D1-142,Endeavor Air Crew Lounge,1,Below Wing,T0019,19,Re-set tables and chairs per site/area layout requirements if requested,Day,2X Daily,2,Daily,FALSE
R00104,"Delta LGA - LaGuardia, NY",Concourse D,Break Rooms,D-004,D1-142,Endeavor Air Crew Lounge,1,Below Wing,T0020,20,Re-set tables and chairs per site/area layout requirements if requested,Graveyard,2X Daily,2,Daily,FALSE
R00105,"Delta LGA - LaGuardia, NY",Concourse D,Break Rooms,D-004,D1-142,Endeavor Air Crew Lounge,1,Below Wing,T0021,21,Re-set tables and chairs per site/area layout requirements if requested,Swing,2X Daily,2,Daily,FALSE
R00106,"Delta LGA - LaGuardia, NY",Concourse D,Break Rooms,D-004,D1-142,Endeavor Air Crew Lounge,1,Below Wing,T0022,22,"Substantially clean carpets and ensure carpets only have minor controllable spots, stains, dirt, and debris, consisten",Day,2X Daily,2,Daily,TRUE
R00107,"Delta LGA - LaGuardia, NY",Concourse D,Break Rooms,D-004,D1-142,Endeavor Air Crew Lounge,1,Below Wing,T0023,23,"Substantially clean carpets and ensure carpets only have minor controllable spots, stains, dirt, and debris, consisten",Graveyard,2X Daily,2,Daily,TRUE
R00108,"Delta LGA - LaGuardia, NY",Concourse D,Break Rooms,D-004,D1-142,Endeavor Air Crew Lounge,1,Below Wing,T0024,24,"Substantially clean carpets and ensure carpets only have minor controllable spots, stains, dirt, and debris, consisten",Swing,2X Daily,2,Daily,TRUE
R00109,"Delta LGA - LaGuardia, NY",Concourse D,Break Rooms,D-004,D1-142,Endeavor Air Crew Lounge,1,Below Wing,T0025,25,Treat/remove spots on upholstered furnishings as required to maintain appearance,Day,2X Weekly,2,Weekly,FALSE
R00110,"Delta LGA - LaGuardia, NY",Concourse D,Break Rooms,D-004,D1-142,Endeavor Air Crew Lounge,1,Below Wing,T0026,26,"Wipe, clean and disinfect all chairs and tables",Day,3X Daily,3,Daily,FALSE
R00111,"Delta LGA - LaGuardia, NY",Concourse D,Break Rooms,D-004,D1-142,Endeavor Air Crew Lounge,1,Below Wing,T0027,27,"Wipe, clean and disinfect all chairs and tables",Graveyard,3X Daily,3,Daily,FALSE
R00112,"Delta LGA - LaGuardia, NY",Concourse D,Break Rooms,D-004,D1-142,Endeavor Air Crew Lounge,1,Below Wing,T0028,28,"Wipe, clean and disinfect all chairs and tables",Swing,3X Daily,3,Daily,FALSE
R00113,"Delta LGA - LaGuardia, NY",Concourse D,Break Rooms,D-005,D1-145,Endeavor Air Crew Room,1,Below Wing,T0001,1,Clean all refrigerators and empty content per site specific directions in accordance to clearly posted schedules,Day,As Needed,,As Needed,FALSE
R00114,"Delta LGA - LaGuardia, NY",Concourse D,Break Rooms,D-005,D1-145,Endeavor Air Crew Room,1,Below Wing,T0002,2,Clean all refrigerators and empty content per site specific directions in accordance to clearly posted schedules,Graveyard,As Needed,,As Needed,FALSE
R00115,"Delta LGA - LaGuardia, NY",Concourse D,Break Rooms,D-005,D1-145,Endeavor Air Crew Room,1,Below Wing,T0003,3,Clean all refrigerators and empty content per site specific directions in accordance to clearly posted schedules,Swing,As Needed,,As Needed,FALSE
R00116,"Delta LGA - LaGuardia, NY",Concourse D,Break Rooms,D-005,D1-145,Endeavor Air Crew Room,1,Below Wing,T0004,4,"Disinfect all handles, keypads, and buttons on equipment",Day,2X Daily,2,Daily,FALSE
R00117,"Delta LGA - LaGuardia, NY",Concourse D,Break Rooms,D-005,D1-145,Endeavor Air Crew Room,1,Below Wing,T0005,5,"Disinfect all handles, keypads, and buttons on equipment",Graveyard,2X Daily,2,Daily,FALSE
